COG0055	C	"FoF1-type ATP synthase, beta subunit (Produces ATP from ADP in the presence of a proton gradient across the membrane. The catalytic sites are hosted primarily by the beta subunits)"	AtpD	FoF1-type ATP synthase		3OAA
COG0056	C	"FoF1-type ATP synthase, alpha subunit (Produces ATP from ADP in the presence of a proton gradient across the membrane. The alpha chain is a regulatory subunit)"	AtpA	FoF1-type ATP synthase		3OAA
COG0057	G	Glyceraldehyde-3-phosphate dehydrogenase/erythrose-4-phosphate dehydrogenase (glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity)	GapA	Glycolysis		3ZDF
COG0058	G	Glucan phosphorylase (SHG alpha-glucan phosphorylase activity)	GlgP			1A8I
COG0059	EH	"Ketol-acid reductoisomerase (Involved in the biosynthesis of branched-chain amino acids (BCAA). Catalyzes an alkyl-migration followed by a ketol- acid reduction of (S)-2-acetolactate (S2AL) to yield (R)-2,3- dihydroxy-isovalerate. In the isomerase reaction, S2AL is rearranged via a Mg-dependent methyl migration to produce 3- hydroxy-3-methyl-2-ketobutyrate (HMKB). In the reductase reaction, this 2-ketoacid undergoes a metal-dependent reduction by NADPH to yield (R)-2,3-dihydroxy-isovalerate)"	IlvC	"Isoleucine, leucine, valine biosynthesis"		1NP3
COG0060	J	"Isoleucyl-tRNA synthetase (amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile))"	IleS	Aminoacyl-tRNA synthetases		1FFY
COG0061	H	"NAD kinase (Involved in the regulation of the intracellular balance of NAD and NADP, and is a key enzyme in the biosynthesis of NADP. Catalyzes specifically the phosphorylation on 2'-hydroxyl of the adenosine moiety of NAD to yield NADP)"	NadK			1SUW
COG0062	F	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate epimerase domain (G: Bifunctional enzyme that catalyzes the epimerization of the S- and R-forms of NAD(P)HX and the dehydration of the S-form of NAD(P)HX at the expense of ADP, which is converted to AMP. This allows the repair of both epimers of NAD(P)HX, a damaged form of NAD(P)H that is a result of enzymatic or heat-dependent hydration)"	Nnr1			3RRB
COG0063	F	"NAD(P)H-hydrate repair enzyme Nnr, NAD(P)H-hydrate dehydratase domain (H: ADP-dependent NAD(P)H-hydrate dehydratase activity)"	Nnr2			1KYH
COG0064	J	Asp-tRNAAsn/Glu-tRNAGln amidotransferase B subunit (Allows the formation of correctly charged Asn-tRNA(Asn) or Gln-tRNA(Gln) through the transamidation of misacylated Asp- tRNA(Asn) or Glu-tRNA(Gln) in organisms which lack either or both of asparaginyl-tRNA or glutaminyl-tRNA synthetases. The reaction takes place in the presence of glutamine and ATP through an activated phospho-Asp-tRNA(Asn) or phospho-Glu-tRNA(Gln))	GatB	Aminoacyl-tRNA synthetases		3H0M
COG0065	E	"Homoaconitase/3-isopropylmalate dehydratase large subunit (Catalyzes the isomerization between 2-isopropylmalate and 3-isopropylmalate, via the formation of 2-isopropylmaleate)"	LeuC	"Isoleucine, leucine, valine biosynthesis"		4KP1
COG0066	E	3-isopropylmalate dehydratase small subunit (3-isopropylmalate dehydratase activity)	LeuD	"Isoleucine, leucine, valine biosynthesis"		3Q3W
COG0067	E	Glutamate synthase domain 1 (glutamate synthase)	GltB1	Glutamine biosynthesis		1EA0
COG0068	O	"Hydrogenase maturation factor HypF (carbamoyltransferase) (Along with HypE, it catalyzes the synthesis of the CN ligands of the active site iron of NiFe -hydrogenases using carbamoylphosphate as a substrate. It functions as a carbamoyl transferase using carbamoylphosphate as a substrate and transferring the carboxamido moiety in an ATP-dependent reaction to the thiolate of the C-terminal cysteine of HypE yielding a protein-S-carboxamide)"	HypF			3TSP
COG0069	E	Glutamate synthase domain 2 (glutamate synthase activity)	GltB2	Glutamine biosynthesis		1EA0
COG0070	E	Glutamate synthase domain 3 (glutamate synthase)	GltB3	Glutamine biosynthesis		1EA0
COG0071	O	"Small heat shock protein IbpA, HSP20 family (Belongs to the small heat shock protein (HSP20) family)"	IbpA			1GME
COG0072	J	Phenylalanyl-tRNA synthetase beta subunit (phenylalanine-tRNA ligase activity)	PheT	Aminoacyl-tRNA synthetases		3L4G
COG0073	J	tRNA-binding EMAP/Myf domain (Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation)	EMAP			1MKH
COG0074	C	"Succinyl-CoA synthetase, alpha subunit (Succinyl-CoA synthetase functions in the citric acid cycle (TCA), coupling the hydrolysis of succinyl-CoA to the synthesis of either ATP or GTP and thus represents the only step of substrate-level phosphorylation in the TCA. The alpha subunit of the enzyme binds the substrates coenzyme A and phosphate, while succinate binding and nucleotide specificity is provided by the beta subunit)"	SucD	TCA cycle		1CQI
COG0075	EF	"Archaeal aspartate aminotransferase or a related aminotransferase, includes purine catabolism protein PucG (E: 2-aminoethylphosphonate-pyruvate transaminase activity)"	PucG	Serine biosynthesis		3NNK
COG0076	E	Glutamate or tyrosine decarboxylase or a related PLP-dependent protein (glutamate decarboxylase activity)	GadA	Pantothenate/CoA biosynthesis		1XEY
COG0077	E	Prephenate dehydratase	PheA2	Aromatic amino acid biosynthesis		1PHZ
COG0078	E	Ornithine carbamoyltransferase (Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline)	ArgF	Arginine biosynthesis		1A1S
COG0079	E	Histidinol-phosphate/aromatic aminotransferase or cobyric acid decarboxylase (Belongs to the class-II pyridoxal-phosphate-dependent aminotransferase family. Histidinol-phosphate aminotransferase subfamily)	HisC	Cobalamine/B12 biosynthesis		4R2N
COG0080	J	Ribosomal protein L11 (Forms part of the ribosomal stalk which helps the ribosome interact with GTP-bound translation factors)	RplK	Ribosome 50S subunit		2E34
COG0081	J	Ribosomal protein L1 (regulation of translation)	RplA	Ribosome 50S subunit		3J65
COG0082	E	"Chorismate synthase (Catalyzes the anti-1,4-elimination of the C-3 phosphate and the C-6 proR hydrogen from 5-enolpyruvylshikimate-3-phosphate (EPSP) to yield chorismate, which is the branch point compound that serves as the starting substrate for the three terminal pathways of aromatic amino acid biosynthesis. This reaction introduces a second double bond into the aromatic ring system)"	AroC	Aromatic amino acid biosynthesis		1Q1L
COG0083	E	Homoserine kinase (homoserine kinase activity)	ThrB	Threonine biosynthesis		1FWK
COG0084	N	"3'->5' ssDNA/RNA exonuclease TatD (L: hydrolase, TatD family')"	TatD		10747959;25114049	1J6O
COG0085	K	"DNA-directed RNA polymerase, beta subunit/140 kD subunit (RNA polymerase activity)"	RpoB	RNA polymerase		5UAJ
COG0086	K	"DNA-directed RNA polymerase, beta' subunit/160 kD subunit (DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates)"	RpoC	RNA polymerase		1NT9
COG0087	J	"Ribosomal protein L3 (One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit)"	RplC	Ribosome 50S subunit		1VS6
COG0088	J	Ribosomal protein L4 (Forms part of the polypeptide exit tunnel)	RplD	Ribosome 50S subunit		1VS6
COG0089	J	Ribosomal protein L23 (rRNA binding)	RplW	Ribosome 50S subunit		1VS6
COG0090	J	"Ribosomal protein L2 (One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity)"	RplB	Ribosome 50S subunit		1VS6
COG0091	J	"Ribosomal protein L22 (The globular domain of the protein is located near the polypeptide exit tunnel on the outside of the subunit, while an extended beta-hairpin is found that lines the wall of the exit tunnel in the center of the 70S ribosome)"	RplV	Ribosome 50S subunit		1VS6
COG0092	J	"Ribosomal protein S3 (Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation)"	RpsC	Ribosome 30S subunit		1VS6
COG0093	J	Ribosomal protein L14 (Binds to 23S rRNA. Forms part of two intersubunit bridges in the 70S ribosome)	RplN	Ribosome 50S subunit		4V4H
COG0094	J	"Ribosomal protein L5 (This is 1 of the proteins that binds and probably mediates the attachment of the 5S RNA into the large ribosomal subunit, where it forms part of the central protuberance. In the 70S ribosome it contacts protein S13 of the 30S subunit (bridge B1b), connecting the 2 subunits)"	RplE	Ribosome 50S subunit		1VS6
COG0095	H	Lipoate-protein ligase A (Lipoate-protein ligase)	LplA	Lipoate biosynthesis		4TVW
COG0096	J	"Ribosomal protein S8 (One of the primary rRNA binding proteins, it binds directly to 16S rRNA central domain where it helps coordinate assembly of the platform of the 30S subunit)"	RpsH	Ribosome 30S subunit		4V4H
COG0097	J	"Ribosomal protein L6P/L9E (This protein binds to the 23S rRNA, and is important in its secondary structure. It is located near the subunit interface in the base of the L7 L12 stalk, and near the tRNA binding site of the peptidyltransferase center)"	RplF	Ribosome 50S subunit		1VS6
COG0098	J	Ribosomal protein S5 (Located at the back of the 30S subunit body where it stabilizes the conformation of the head with respect to the body)	RpsE	Ribosome 30S subunit		4V4H
COG0099	J	"Ribosomal protein S13 (Located at the top of the head of the 30S subunit, it contacts several helices of the 16S rRNA. In the 70S ribosome it contacts the 23S rRNA (bridge B1a) and protein L5 of the 50S subunit (bridge B1b), connecting the 2 subunits)"	RpsM	Ribosome 30S subunit		4V4H
COG0100	J	"Ribosomal protein S11 (Located on the platform of the 30S subunit, it bridges several disparate RNA helices of the 16S rRNA. Forms part of the Shine-Dalgarno cleft in the 70S ribosome)"	RpsK	Ribosome 30S subunit		4V4H
COG0101	J	"tRNA U38,U39,U40 pseudouridine synthase TruA (tRNA pseudouridine synthase activity)"	TruA	tRNA modification		1DJ0
COG0102	J	"Ribosomal protein L13 (This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly)"	RplM	Ribosome 50S subunit		1VS6
COG0103	J	"Ribosomal protein S9 (maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA))"	RpsI	Ribosome 30S subunit		4V4H
COG0104	F	Adenylosuccinate synthase (Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP)	PurA	Purine biosynthesis		1ADE
COG0105	F	Nucleoside diphosphate kinase (UTP biosynthetic process)	Ndk	Pyrimidine biosynthesis		1B4S
COG0106	E	Phosphoribosylformimino-5-aminoimidazole carboxamide ribonucleotide (ProFAR) isomerase (1-(5-phosphoribosyl)-5- 5-phosphoribosylamino)methylideneamino imidazole-4-carboxamide isomerase)	HisA	Histidine biosynthesis		4U28
COG0107	E	Imidazole glycerol phosphate synthase subunit HisF (imidazoleglycerol-phosphate synthase activity)	HisF	Histidine biosynthesis		1OX4
COG0108	H	"3,4-dihydroxy-2-butanone 4-phosphate synthase (Catalyzes the conversion of D-ribulose 5-phosphate to formate and 3,4-dihydroxy-2-butanone 4-phosphate)"	RibB	Riboflavin/FAD biosynthesis		1G57
COG0109	HI	Polyprenyltransferase (heme O synthase) (O: protoheme IX farnesyltransferase activity)	CyoE			
COG0110	R	"Acetyltransferase, isoleucine patch superfamily (HJ: maltose O-acetyltransferase activity)"	WbbJ			
COG0111	H	Phosphoglycerate dehydrogenase or related dehydrogenase (EH: D-isomer specific 2-hydroxyacid dehydrogenase)	SerA	Serine biosynthesis		3OET
COG0112	E	"Glycine/serine hydroxymethyltransferase (Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism)"	GlyA	Serine biosynthesis		1BJ4
COG0113	H	"Delta-aminolevulinic acid dehydratase, porphobilinogen synthase (porphobilinogen synthase activity)"	HemB	Heme biosynthesis		1I8J
COG0114	C	Fumarate hydratase class II (fumarate hydratase activity)	FumC	TCA cycle		1KQ7
COG0115	EH	Branched-chain amino acid aminotransferase/4-amino-4-deoxychorismate lyase (E: Belongs to the class-IV pyridoxal-phosphate-dependent aminotransferase family)	IlvE	"Isoleucine, leucine, valine biosynthesis"		1A3G
COG0116	J	23S rRNA G2445 N2-methylase RlmL (L: Belongs to the methyltransferase superfamily)	RlmL	23S rRNA modification	22362734	3V97
COG0117	H	"Riboflavin biosynthesis protein RibD, pyrimidine deaminase domain (Converts 2,5-diamino-6-(ribosylamino)-4(3h)-pyrimidinone 5'-phosphate into 5-amino-6-(ribosylamino)-2,4(1h,3h)- pyrimidinedione 5'-phosphate)"	RibD1	Riboflavin/FAD biosynthesis		2O7P
COG0118	E	"Imidazoleglycerol phosphate synthase glutamine amidotransferase subunit HisH (IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR)"	HisH	Histidine biosynthesis		1OX4
COG0119	E	Isopropylmalate/homocitrate/citramalate synthases (Catalyzes the condensation of the acetyl group of acetyl-CoA with 3-methyl-2-oxobutanoate (2-oxoisovalerate) to form 3-carboxy-3-hydroxy-4-methylpentanoate (2-isopropylmalate))	LeuA	"Isoleucine, leucine, valine biosynthesis"		4JN6
COG0120	G	Ribose 5-phosphate isomerase (Catalyzes the reversible conversion of ribose-5- phosphate to ribulose 5-phosphate)	RpiA	Pentose phosphate pathway		1KS2
COG0121	R	Predicted glutamine amidotransferase YafJ (L: glutamine amidotransferase)	YafJ			1TE5
COG0122	L	3-methyladenine DNA glycosylase/8-oxoguanine DNA glycosylase (3-methyladenine DNA glycosylase 8-oxoguanine DNA glycosylase)	AlkA			1DIZ
COG0123	Q	Acetoin utilization deacetylase AcuC or a related deacetylase (BQ: including yeast histone deacetylase and acetoin utilization protein)	AcuC			1C3P
COG0124	J	Histidyl-tRNA synthetase	HisS	Aminoacyl-tRNA synthetases		1KMM
COG0125	F	Thymidylate kinase (Phosphorylation of dTMP to form dTDP in both de novo and salvage pathways of dTTP synthesis)	Tmk	Thymidylate biosynthesis		3LV8
COG0126	G	3-phosphoglycerate kinase (F: phosphoglycerate kinase activity)	Pgk	Glycolysis		13PK
COG0127	F	"Inosine/xanthosine triphosphate pyrophosphatase, all-alpha NTP-PPase family (Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions)"	RdgB			1B78
COG0128	E	5-enolpyruvylshikimate-3-phosphate synthase (3-phosphoshikimate 1-carboxyvinyltransferase activity)	AroA	Aromatic amino acid biosynthesis		4N3P
COG0129	EG	Dihydroxyacid dehydratase/phosphogluconate dehydratase (dihydroxy-acid dehydratase activity)	IlvD	"Isoleucine, leucine, valine biosynthesis"		2GP4
COG0130	J	"tRNA U55 pseudouridine synthase TruB, may also work on U342 of tmRNA (Responsible for synthesis of pseudouridine from uracil- 55 in the psi GC loop of transfer RNAs)"	TruB	tRNA modification		1K8W
COG0131	E	Imidazoleglycerol phosphate dehydratase HisB (Imidazoleglycerol-phosphate dehydratase)	HisB2	Histidine biosynthesis		1RHY
COG0132	H	"Dethiobiotin synthetase (Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring)"	BioD	Biotin biosynthesis		1DTS
COG0133	E	Tryptophan synthase beta chain (tryptophan synthase activity)	TrpB	Aromatic amino acid biosynthesis		2DH5
COG0134	E	Indole-3-glycerol phosphate synthase (indole-3-glycerol-phosphate synthase activity)	TrpC	Aromatic amino acid biosynthesis		6BMA
COG0135	E	Phosphoribosylanthranilate isomerase (phosphoribosylanthranilate isomerase activity)	TrpF	Aromatic amino acid biosynthesis		1DL3
COG0136	E	Aspartate-semialdehyde dehydrogenase (Catalyzes the NADPH-dependent formation of L-aspartate- semialdehyde (L-ASA) by the reductive dephosphorylation of L- aspartyl-4-phosphate)	Asd	Lysine biosynthesis		1BRM
COG0137	E	Argininosuccinate synthase (argininosuccinate synthase activity)	ArgG	Arginine biosynthesis		1J1Z
COG0138	F	AICAR transformylase/IMP cyclohydrolase PurH (bifunctional purine biosynthesis protein purh)	PurH	Purine biosynthesis		1G8M
COG0139	E	Phosphoribosyl-AMP cyclohydrolase (Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP)	HisI1	Histidine biosynthesis		1ZPS
COG0140	E	Phosphoribosyl-ATP pyrophosphohydrolase (phosphoribosyl-ATP diphosphatase activity)	HisI2	Histidine biosynthesis		6J22
COG0141	E	Histidinol dehydrogenase (Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine)	HisD	Histidine biosynthesis		1K75
COG0142	H	Geranylgeranyl pyrophosphate synthase (geranyltranstransferase activity)	IspA	Isoprenoid biosynthesis		2AZJ
COG0143	J	Methionyl-tRNA synthetase (Is required not only for elongation of protein synthesis but also for the initiation of all mRNA translation through initiator tRNA(fMet) aminoacylation)	MetG	Aminoacyl-tRNA synthetases		1A8H
COG0144	J	"16S rRNA C967 or C1407 C5-methylase, RsmB/RsmF family (Specifically methylates the cytosine at position 967 (m5C967) of 16S rRNA)"	RsmB	16S rRNA modification		2FRX
COG0145	EQ	"N-methylhydantoinase A/oxoprolinase/acetone carboxylase, beta subunit (ligase activity)"	HyuA			
